order_id,customer_id,order_date,revenue,items_count,used_coupon,returned,channel
O0002114,C000481,2024-03-16,21.59,1,0,0,store
O0002115,C000481,2024-03-18,8.86,2,0,0,app
O0002116,C000481,2024-04-11,17.83,6,0,0,store
O0002117,C000481,2024-06-17,24.13,4,1,0,store
O0002118,C000481,2024-07-07,28.44,3,0,1,store
O0002119,C000481,2024-08-01,18.83,3,1,0,web
O0002120,C000481,2024-09-27,44.19,5,1,0,app
O0002121,C000481,2025-02-15,9.4,6,1,0,web
O0002122,C000481,2025-03-04,20.61,3,0,0,store
O0002123,C000481,2025-04-28,17.87,6,0,0,store
O0002124,C000483,2023-02-19,16.61,1,0,0,app
O0002125,C000483,2023-08-17,36.97,5,0,1,web
O0002126,C000483,2023-10-29,24.77,4,1,0,web
O0002127,C000483,2024-04-26,64.59,4,0,1,web
O0002128,C000483,2024-09-19,27.27,6,0,0,web
O0002129,C000483,2024-10-07,9.64,1,0,0,store
O0002130,C000483,2025-03-03,19.73,6,1,0,web
O0002131,C000485,2023-10-15,15.19,4,1,0,store
O0002132,C000485,2024-08-20,17.21,3,0,1,web
O0002133,C000486,2023-05-18,17.07,6,0,1,web
O0002134,C000486,2023-09-29,27.39,2,0,0,web
O0002135,C000486,2023-10-07,19.92,2,0,1,store
O0002136,C000486,2024-01-14,28.26,6,0,1,app
O0002137,C000486,2024-06-29,38.41,4,0,0,store
O0002138,C000486,2024-07-07,46.07,1,1,0,web
O0002139,C000486,2024-10-01,13.4,3,0,0,app
O0002140,C000486,2024-11-02,19.43,2,1,0,app
O0002141,C000486,2024-11-20,12.9,3,0,0,store
O0002142,C000486,2024-11-22,45.6,2,1,0,web
O0002143,C000486,2024-12-12,14.72,2,0,0,web
O0002144,C000486,2025-02-02,48.15,1,0,0,web
O0002145,C000487,2023-05-31,20.11,3,1,0,store
O0002146,C000487,2023-07-24,53.31,5,0,0,web
O0002147,C000487,2023-08-17,38.77,1,1,0,web
O0002148,C000487,2023-10-22,52.42,1,0,0,web
O0002149,C000487,2024-02-19,25.98,5,0,0,app
O0002150,C000487,2024-05-21,26.18,5,0,1,store
O0002151,C000487,2025-08-07,59.99,2,0,0,web
O0002152,C000487,2025-08-23,16.54,3,1,0,web
O0002153,C000488,2023-06-22,14.44,1,0,0,app
O0002154,C000488,2023-07-29,60.22,4,1,0,app
O0002155,C000488,2023-11-08,22.05,5,1,0,web
O0002156,C000488,2024-04-25,15.16,5,1,1,web
O0002157,C000488,2024-11-13,78.19,2,0,0,store
O0002158,C000489,2024-06-01,15.91,3,0,0,app
O0002159,C000490,2023-06-16,19.32,1,0,0,store
O0002160,C000490,2024-10-13,11.86,1,0,1,web
O0002161,C000491,2023-03-29,28.21,5,0,0,web
O0002162,C000493,2024-04-11,21.74,5,0,0,web
O0002163,C000493,2024-07-19,22.33,2,0,0,store
O0002164,C000494,2023-10-11,26.24,1,1,0,web
O0002165,C000494,2023-11-04,38.65,2,1,0,web
O0002166,C000494,2023-11-24,63.84,6,0,0,web
O0002167,C000494,2024-02-22,24.34,6,1,0,app
O0002168,C000494,2024-06-10,12.74,5,0,0,web
O0002169,C000494,2024-11-18,21.57,3,0,0,app
O0002170,C000494,2024-11-20,22.4,4,0,0,web
O0002171,C000494,2025-03-31,18.72,6,1,0,web
O0002172,C000494,2025-05-12,33.08,1,0,0,app
O0002173,C000494,2025-05-29,33.67,1,1,0,app
O0002174,C000494,2025-07-13,36.9,6,0,0,store
O0002175,C000494,2025-07-16,29.44,5,0,0,web
O0002176,C000495,2023-11-05,14.52,2,0,0,web
O0002177,C000495,2024-01-23,19.09,4,0,0,app
O0002178,C000495,2025-03-29,24.31,2,1,0,store
O0002179,C000496,2023-10-24,8.04,6,0,0,store
O0002180,C000496,2023-12-29,8.54,1,1,1,web
O0002181,C000496,2024-04-11,36.12,2,0,0,app
O0002182,C000496,2024-06-12,20.71,6,0,0,web
O0002183,C000496,2024-12-20,10.39,3,0,0,app
O0002184,C000497,2023-07-24,41.78,1,0,0,app
O0002185,C000497,2023-11-03,12.54,2,0,1,app
O0002186,C000497,2024-08-27,36.56,6,0,0,web
O0002187,C000497,2025-03-17,8.73,6,1,0,store
O0002188,C000498,2023-06-04,26.75,3,1,0,app
O0002189,C000498,2023-08-08,25.58,3,0,0,web
O0002190,C000498,2023-08-31,13.45,1,0,0,app
O0002191,C000498,2024-12-08,18.39,4,0,0,app
O0002192,C000499,2024-06-28,10.44,5,0,0,app
O0002193,C000499,2024-11-01,20.05,6,1,0,app
O0002194,C000500,2023-06-04,25.76,4,1,0,web
O0002195,C000500,2024-03-26,30.7,3,0,0,app
O0002196,C000500,2024-11-07,39.7,2,0,0,store
O0002197,C000500,2024-12-20,32.87,4,0,0,web
O0002198,C000501,2023-04-23,14.19,6,0,0,store
O0002199,C000501,2024-04-15,43.11,4,1,0,web
O0002200,C000501,2024-05-11,19.01,4,1,0,app
O0002201,C000501,2025-03-22,15.06,4,0,0,web
O0002202,C000501,2025-05-01,32.28,4,1,0,web
O0002203,C000502,2024-05-05,22.06,2,0,0,web
O0002204,C000502,2025-05-05,27.92,6,0,0,web
O0002205,C000503,2023-10-25,8.02,5,0,0,web
O0002206,C000503,2024-02-03,23.03,4,0,0,web
O0002207,C000503,2024-02-11,33.78,6,0,0,web
O0002208,C000503,2024-10-12,40.22,1,0,0,web
O0002209,C000503,2024-12-22,22.87,2,0,0,web
O0002210,C000504,2024-02-15,16.33,6,0,0,web
O0002211,C000504,2024-04-10,16.22,5,0,0,web
O0002212,C000505,2023-10-08,24.98,6,0,0,app
O0002213,C000505,2024-09-20,49.17,3,0,0,web
O0002214,C000506,2023-12-19,32.97,3,1,0,app
O0002215,C000506,2024-07-21,85.51,2,1,0,app
O0002216,C000506,2024-11-21,14.4,5,0,0,app
O0002217,C000506,2024-12-08,33.42,4,0,0,web
O0002218,C000506,2025-01-24,32.63,6,0,0,store
O0002219,C000507,2023-05-22,83.28,5,0,0,app
O0002220,C000508,2024-11-11,45.87,3,0,0,store
O0002221,C000509,2023-05-04,33.47,4,1,0,web
O0002222,C000509,2023-09-05,,6,0,0,web
O0002223,C000509,2024-08-11,14.76,4,0,0,store
O0002224,C000509,2025-07-19,7.29,1,0,0,web
O0002225,C000510,2023-08-24,18.39,3,1,0,web
O0002226,C000511,2025-03-31,22.96,5,0,0,web
O0002227,C000512,2025-08-03,25.27,2,0,0,app
O0002228,C000513,2023-02-14,60.67,1,0,0,web
O0002229,C000513,2023-07-27,128.15,2,0,0,web
O0002230,C000513,2023-10-14,60.79,5,1,0,store
O0002231,C000513,2024-05-11,25.63,1,0,0,web
O0002232,C000513,2024-06-16,19.07,1,0,0,web
O0002233,C000513,2025-03-06,33.35,6,0,0,web
O0002234,C000513,2025-04-25,27.21,6,0,1,app
O0002235,C000513,2025-07-13,15.11,4,1,0,app
O0002236,C000514,2024-06-22,14.83,1,0,0,web
O0002237,C000515,2023-02-18,18.86,3,0,0,app
O0002238,C000515,2023-04-11,54.48,1,0,0,app
O0002239,C000515,2024-01-01,27.65,1,0,0,app
O0002240,C000515,2024-01-10,32.65,2,0,0,web
O0002241,C000515,2024-04-28,17.08,1,0,0,web
O0002242,C000515,2024-06-01,42.15,4,0,1,app
O0002243,C000515,2024-07-19,19.47,2,0,0,app
O0002244,C000515,2024-07-27,37.4,2,0,0,web
O0002245,C000515,2024-09-23,32.97,2,0,0,store
O0002246,C000515,2025-02-28,59.4,5,0,0,web
O0002247,C000515,2025-04-16,39.92,6,0,0,web
O0002248,C000516,2024-02-26,7.94,6,0,0,app
O0002249,C000516,2024-08-21,11.25,3,1,0,web
O0002250,C000516,2025-04-04,27.21,6,0,0,web
O0002251,C000517,2023-09-21,15.61,1,0,0,web
O0002252,C000517,2024-04-14,16.89,5,0,0,web
O0002253,C000517,2025-08-25,12.73,4,0,0,web
O0002254,C000518,2023-03-12,32.13,6,0,0,web
O0002255,C000518,2024-05-22,10.6,5,0,0,app
O0002256,C000518,2025-07-12,12.06,3,0,0,web
O0002257,C000519,2023-03-02,26.67,6,0,0,web
O0002258,C000519,2023-06-26,20.52,4,1,0,web
O0002259,C000519,2023-07-28,28.91,4,1,0,web
O0002260,C000519,2023-10-13,13.83,1,0,0,app
O0002261,C000519,2023-10-18,36.25,1,1,0,web
O0002262,C000519,2024-03-25,11.14,4,1,0,app
O0002263,C000519,2024-04-09,37.82,4,0,1,app
O0002264,C000519,2024-12-05,31.38,3,1,0,store
O0002265,C000519,2025-03-01,8.61,2,0,0,web
O0002266,C000520,2023-05-30,27.06,1,1,0,app
O0002267,C000520,2023-08-16,22.51,1,0,0,web
O0002268,C000521,2023-05-09,28.31,6,0,0,web
O0002269,C000521,2023-06-01,25.32,2,1,0,web
O0002270,C000521,2023-11-19,41.18,4,1,0,app
O0002271,C000521,2024-04-17,11.68,2,1,0,store
O0002272,C000521,2024-05-15,58.64,6,0,0,store
O0002273,C000521,2024-06-14,30.92,5,1,0,web
O0002274,C000521,2024-07-29,4.92,6,1,0,web
O0002275,C000521,2024-08-27,14.61,3,0,0,web
O0002276,C000521,2025-01-08,23.18,1,1,0,store
O0002277,C000521,2025-02-16,84.95,5,0,0,web
O0002278,C000521,2025-04-21,24.17,3,0,0,web
O0002279,C000522,2023-05-20,10.56,4,0,1,app
O0002280,C000522,2023-11-30,15.25,1,0,0,web
O0002281,C000522,2023-12-23,18.74,3,1,0,web
O0002282,C000522,2023-12-31,29.55,5,1,0,web
O0002283,C000522,2024-05-04,20.64,4,0,0,app
O0002284,C000522,2024-08-22,28.99,2,1,0,web
O0002285,C000522,2024-09-25,50.64,4,0,0,web
O0002286,C000522,2025-01-08,41.3,5,0,0,app
O0002287,C000522,2025-05-18,19.69,3,0,0,web
O0002288,C000522,2025-06-29,9.36,4,0,0,web
O0002289,C000523,2023-03-01,42.14,4,0,0,web
O0002290,C000523,2024-08-10,14.65,3,0,0,web
O0002291,C000523,2024-09-06,18.4,5,0,0,web
O0002292,C000523,2025-08-09,64.22,1,0,0,web
O0002293,C000524,2023-04-17,27.56,1,0,0,web
O0002294,C000524,2023-05-17,23.88,6,0,0,web
O0002295,C000524,2023-09-02,17.93,1,0,0,web
O0002296,C000524,2023-09-18,14.12,1,0,0,app
O0002297,C000524,2023-09-25,9.47,4,0,0,web
O0002298,C000524,2023-12-20,40.79,5,0,0,app
O0002299,C000524,2023-12-30,21.49,6,1,0,app
O0002300,C000524,2024-10-07,24.4,5,0,0,store
O0002301,C000524,2024-12-03,28.59,1,1,0,store
O0002302,C000524,2025-08-27,37.03,4,0,0,store
O0002303,C000525,2023-09-18,15.49,1,1,0,web
O0002304,C000525,2024-01-05,13.39,2,0,0,web
O0002305,C000525,2024-01-31,21.18,5,0,0,web
O0002306,C000526,2023-08-05,27.88,1,0,0,web
O0002307,C000526,2024-08-22,34.01,1,0,0,app
O0002308,C000526,2025-01-02,23.86,6,1,0,store
O0002309,C000527,2023-11-04,25.03,3,1,0,web
O0002310,C000527,2024-04-19,16.56,3,0,0,web
O0002311,C000527,2025-06-07,21.28,3,0,1,app
O0002312,C000528,2023-06-29,24.48,3,0,0,web
O0002313,C000528,2023-08-21,26.58,4,1,0,web
O0002314,C000528,2023-11-01,46.75,5,0,0,web
O0002315,C000528,2024-04-05,19.88,3,0,0,app
O0002316,C000528,2024-04-21,15.91,2,0,0,store
O0002317,C000528,2024-08-17,54.19,4,0,0,web
O0002318,C000528,2025-04-01,33.57,5,0,0,web
O0002319,C000528,2025-08-15,22.03,4,0,0,web
O0002320,C000529,2023-07-03,32.81,4,0,0,app
O0002321,C000529,2024-02-14,41.37,4,0,0,web
O0002322,C000529,2024-12-10,17.48,3,0,0,web
O0002323,C000529,2025-03-29,23.69,2,0,0,app
O0002324,C000529,2025-07-11,37.11,4,0,0,web
O0002325,C000530,2024-02-06,11.14,6,1,0,web
O0002326,C000530,2024-05-24,17.06,5,1,1,app
O0002327,C000530,2024-06-01,20.66,5,0,0,store
O0002328,C000531,2023-02-06,7.76,1,0,0,web
O0002329,C000531,2023-10-26,23.9,2,0,1,web
O0002330,C000531,2023-11-13,40.22,4,0,0,web
O0002331,C000531,2024-02-01,15.55,5,0,0,app
O0002332,C000531,2024-07-30,25.08,3,1,0,web
O0002333,C000531,2024-11-21,10.23,1,0,0,web
O0002334,C000531,2024-11-29,10.62,6,0,0,store
O0002335,C000531,2025-01-03,23.12,2,0,0,web
O0002336,C000531,2025-03-14,34.77,6,0,1,store
O0002337,C000531,2025-06-19,35.6,1,0,0,app
O0002338,C000532,2023-03-25,19.92,5,0,0,web
O0002339,C000532,2023-07-06,20.93,3,0,0,web
O0002340,C000532,2023-10-07,14.05,5,1,0,web
O0002341,C000533,2023-06-11,15.84,4,1,0,web
O0002342,C000533,2023-12-07,7.42,4,1,0,store
O0002343,C000533,2024-01-08,10.36,4,0,0,web
O0002344,C000533,2024-01-23,26.68,5,0,0,app
O0002345,C000533,2024-02-11,9.21,6,1,0,web
O0002346,C000533,2024-07-16,32.78,2,0,0,web
O0002347,C000533,2025-03-20,43.31,6,1,0,store
O0002348,C000533,2025-05-29,48.24,1,0,0,app
O0002349,C000534,2025-02-01,13.92,5,0,0,app
O0002350,C000535,2023-02-17,37.23,6,0,0,app
O0002351,C000535,2023-03-10,27.04,4,0,0,app
O0002352,C000535,2023-04-23,48.26,2,1,0,web
O0002353,C000535,2024-10-07,13.48,4,0,0,app
O0002354,C000535,2025-03-02,67.25,5,0,0,web
O0002355,C000535,2025-04-29,17.62,6,0,0,app
O0002356,C000536,2023-03-12,18.58,1,0,0,app
O0002357,C000536,2025-06-11,23.96,3,0,0,store
O0002358,C000537,2023-11-04,28.3,2,0,0,app
O0002359,C000537,2024-12-07,44.81,6,0,0,web
O0002360,C000537,2025-02-14,63.88,4,0,0,web
O0002361,C000538,2024-05-18,28.25,5,0,0,web
O0002362,C000538,2025-02-14,37.63,3,0,0,web
O0002363,C000538,2025-04-28,26.27,1,0,0,web
O0002364,C000539,2023-03-18,9.83,1,0,0,web
O0002365,C000539,2023-05-02,8.96,4,1,0,store
O0002366,C000539,2023-05-25,34.75,2,0,0,web
O0002367,C000539,2023-06-03,23.62,1,0,0,web
O0002368,C000539,2023-06-13,28.03,5,0,0,app
O0002369,C000539,2023-08-02,9.98,3,0,0,store
O0002370,C000539,2023-09-18,7.88,1,0,1,web
O0002371,C000539,2024-05-10,9.04,1,0,0,web
O0002372,C000539,2024-06-06,57.24,4,0,0,app
O0002373,C000539,2024-07-04,43.83,5,0,0,app
O0002374,C000539,2024-09-01,11.43,2,0,0,web
O0002375,C000539,2024-12-12,25.08,5,1,0,web
O0002376,C000539,2025-04-16,26.03,2,0,0,web
O0002377,C000539,2025-06-20,13.91,5,1,0,store
O0002378,C000539,2025-07-19,16.73,1,0,0,store
O0002379,C000539,2025-08-30,39.89,3,1,0,web
O0002380,C000540,2023-02-14,38.3,2,0,0,web
O0002381,C000540,2024-01-29,18.68,2,0,0,web
O0002382,C000540,2025-07-19,14.92,4,1,0,app
O0002383,C000541,2023-04-18,37.58,6,0,0,app
O0002384,C000541,2023-10-08,14.5,6,0,0,web
O0002385,C000541,2024-07-16,34.32,5,1,0,
O0002386,C000541,2024-08-01,49.84,1,0,0,app
O0002387,C000541,2024-09-23,46.92,5,0,0,app
O0002388,C000541,2024-12-05,35.25,1,1,0,web
O0002389,C000541,2025-08-11,18.3,5,1,0,web
O0002390,C000542,2023-05-23,8.72,5,1,0,app
O0002391,C000542,2023-08-01,30.58,3,0,0,web
O0002392,C000542,2024-01-14,17.18,4,1,0,app
O0002393,C000542,2025-01-08,46.83,1,0,0,web
O0002394,C000543,2023-08-14,17.89,6,0,0,web
O0002395,C000543,2023-08-20,17.88,5,0,0,app
O0002396,C000543,2024-01-08,29.87,6,0,0,store
O0002397,C000543,2024-08-24,19.84,6,1,0,web
O0002398,C000543,2025-01-24,16.12,5,1,0,web
O0002399,C000543,2025-08-07,27.34,4,1,0,web
O0002400,C000543,2025-08-17,25.5,3,1,0,web
O0002401,C000544,2023-05-19,20.58,2,1,0,web
O0002402,C000544,2025-06-30,24.94,2,1,0,app
O0002403,C000546,2023-08-16,14.05,3,0,0,web
O0002404,C000546,2023-12-16,32.65,2,1,0,app
O0002405,C000546,2025-06-04,27.67,2,0,0,app
O0002406,C000546,2025-06-23,43.51,4,0,0,web
O0002407,C000547,2023-06-17,34.31,3,0,0,web
O0002408,C000547,2023-09-21,57.58,1,0,0,web
O0002409,C000547,2024-04-20,29.2,4,0,0,
O0002410,C000547,2024-10-20,14.5,5,1,0,web
O0002411,C000548,2023-05-09,57.27,2,0,0,web
O0002412,C000548,2023-11-22,26.76,3,0,0,app
O0002413,C000548,2024-04-05,34.49,3,0,0,web
O0002414,C000548,2024-09-04,59.55,6,0,1,web
O0002415,C000548,2024-10-26,29.79,2,0,0,store
O0002416,C000548,2025-06-05,56.44,1,0,0,store
O0002417,C000549,2023-04-07,81.64,5,0,1,app
O0002418,C000549,2024-01-02,14.53,1,0,0,web
O0002419,C000549,2024-11-07,11.16,3,0,0,web
O0002420,C000550,2023-09-03,19.45,3,0,0,web
O0002421,C000550,2024-03-03,23.5,1,0,0,web
O0002422,C000550,2024-09-09,32.2,6,0,0,app
O0002423,C000550,2025-04-27,9.06,2,0,0,web
O0002424,C000550,2025-06-14,6.73,2,0,0,store
O0002425,C000551,2023-11-10,41.78,1,0,0,web
O0002426,C000551,2024-10-22,33.38,2,0,0,app
O0002427,C000551,2024-12-13,18.76,1,0,0,web
O0002428,C000551,2025-01-19,18.77,5,0,0,web
O0002429,C000551,2025-07-31,43.42,4,1,0,app
O0002430,C000551,2025-08-08,52.9,6,0,0,web
O0002431,C000552,2023-10-02,15.61,5,0,0,web
O0002432,C000552,2025-05-05,32.17,4,0,0,web
O0002433,C000552,2025-05-11,17.38,4,0,0,web
O0002434,C000552,2025-07-12,13.28,3,1,0,web
O0002435,C000553,2023-10-17,22.64,4,0,0,web
O0002436,C000553,2024-10-23,13.42,1,0,0,store
O0002437,C000553,2025-06-09,47.53,6,1,0,web
O0002438,C000553,2025-07-25,15.76,4,1,0,web
O0002439,C000554,2023-02-24,42.98,6,0,0,
O0002440,C000554,2024-02-04,28.79,2,1,0,web
O0002441,C000554,2024-07-09,36.46,2,0,0,web
O0002442,C000554,2024-08-14,20.77,5,0,0,web
O0002443,C000554,2024-09-16,10.65,4,0,0,web
O0002444,C000554,2024-10-11,18.1,1,1,0,app
O0002445,C000555,2023-02-07,26.61,1,1,0,app
O0002446,C000555,2023-04-08,13.43,6,0,0,web
O0002447,C000555,2023-04-14,18.23,4,0,0,web
O0002448,C000555,2023-10-08,21.78,1,0,0,store
O0002449,C000555,2025-08-02,34.25,5,0,0,app
O0002450,C000556,2023-03-03,12.53,1,0,0,web
O0002451,C000556,2023-07-11,35.94,4,0,0,app
O0002452,C000556,2023-07-29,27.64,4,0,0,store
O0002453,C000556,2023-10-15,46.21,4,0,0,web
O0002454,C000556,2023-11-16,31.48,2,0,0,web
O0002455,C000556,2024-03-21,13.58,1,0,0,web
O0002456,C000556,2024-04-15,23.98,4,0,0,store
O0002457,C000556,2024-06-29,16.79,4,0,0,web
O0002458,C000556,2024-09-01,17.78,6,0,0,web
O0002459,C000556,2024-09-16,13.6,1,1,0,web
O0002460,C000556,2024-11-24,19.94,5,1,0,web
O0002461,C000556,2024-11-28,24.68,3,0,0,web
O0002462,C000556,2025-02-11,26.32,2,1,0,web
O0002463,C000556,2025-02-28,88.48,5,0,0,web
O0002464,C000556,2025-03-06,21.55,3,1,0,web
O0002465,C000556,2025-03-16,24.62,4,0,1,app
O0002466,C000557,2023-10-03,10.37,1,0,0,store
O0002467,C000557,2024-01-28,10.21,6,0,0,web
O0002468,C000557,2024-03-08,30.11,6,0,0,web
O0002469,C000557,2024-05-08,7.54,6,0,0,web
O0002470,C000557,2024-06-20,47.64,2,0,0,app
O0002471,C000557,2024-07-16,19.63,4,0,0,store
O0002472,C000557,2024-10-12,11.5,1,1,0,store
O0002473,C000557,2024-12-09,27.9,2,1,0,app
O0002474,C000558,2023-06-15,17.58,3,0,0,app
O0002475,C000558,2023-12-29,19.85,6,0,0,web
O0002476,C000558,2024-11-17,18.01,2,0,0,web
O0002477,C000559,2023-03-11,12.19,4,1,0,web
O0002478,C000559,2023-07-03,18.43,3,0,0,app
O0002479,C000559,2023-09-11,28.55,6,0,0,store
O0002480,C000559,2024-04-22,14.7,3,0,0,web
O0002481,C000559,2024-04-26,31.95,6,0,0,web
O0002482,C000559,2024-07-25,27.65,2,0,0,web
O0002483,C000559,2024-10-13,20.03,3,0,0,app
O0002484,C000559,2024-11-28,28.82,1,0,1,store
O0002485,C000559,2025-02-13,19.45,5,0,0,app
O0002486,C000559,2025-03-05,26.34,6,0,0,web
O0002487,C000559,2025-03-07,13.94,4,1,0,web
O0002488,C000559,2025-05-30,49.24,6,0,0,app
O0002489,C000559,2025-08-06,20.45,5,0,0,web
O0002490,C000559,2025-08-29,43.14,4,0,0,web
O0002491,C000560,2023-03-16,15.76,4,0,0,web
O0002492,C000560,2023-09-30,21.73,2,1,0,web
O0002493,C000560,2023-12-16,13.95,2,0,0,store
O0002494,C000560,2024-07-02,60.33,2,0,0,app
O0002495,C000560,2024-07-26,50.78,5,0,0,app
O0002496,C000560,2024-11-06,14.88,1,0,0,app
O0002497,C000560,2024-11-12,12.56,3,1,0,app
O0002498,C000562,2023-12-27,19.67,4,0,0,store
O0002499,C000562,2024-04-08,24.82,1,0,0,web
O0002500,C000562,2025-03-06,19.46,4,0,0,web
O0002501,C000563,2023-03-03,14.27,1,0,0,web
O0002502,C000563,2023-12-07,40.42,5,0,0,web
O0002503,C000563,2024-09-13,16.7,6,0,0,app
O0002504,C000564,2023-05-30,21.7,2,0,0,web
O0002505,C000564,2024-08-04,61.83,3,0,0,web
O0002506,C000564,2025-07-21,23.53,3,0,0,web
O0002507,C000565,2023-09-01,32.21,4,0,0,web
O0002508,C000565,2024-11-21,19.03,5,1,0,app
O0002509,C000565,2025-08-02,36.04,4,1,0,web
O0002510,C000566,2024-06-26,34.88,2,0,0,app
O0002511,C000566,2024-09-08,18.47,6,0,0,web
O0002512,C000566,2025-03-16,27.42,2,1,0,web
O0002513,C000566,2025-04-19,20.94,1,0,0,store
O0002514,C000566,2025-07-08,27.79,6,1,0,web
O0002515,C000567,2023-08-28,18.63,3,0,0,app
O0002516,C000568,2023-10-13,18.41,6,0,0,web
O0002517,C000568,2024-04-29,42.8,4,1,0,app
O0002518,C000568,2025-01-23,66.57,5,1,0,web
O0002519,C000569,2023-02-05,44.06,6,0,0,app
O0002520,C000569,2023-06-21,21.33,1,0,0,web
O0002521,C000569,2024-03-17,23.2,6,1,0,web
O0002522,C000569,2024-09-02,49.69,4,0,0,web
O0002523,C000569,2025-07-26,28.5,1,0,0,app
O0002524,C000570,2023-07-21,53.67,4,0,0,web
O0002525,C000570,2024-02-03,9.41,5,0,0,app
O0002526,C000570,2024-05-17,29.39,5,0,0,web
O0002527,C000570,2024-06-19,18.1,5,1,0,web
O0002528,C000570,2024-06-25,23.28,6,0,0,app
O0002529,C000570,2024-10-12,27.35,1,1,0,store
O0002530,C000570,2025-06-26,35.03,6,1,0,app
O0002531,C000570,2025-08-17,28.61,1,0,0,app
O0002532,C000572,2025-01-19,36.4,3,1,0,web
O0002533,C000572,2025-06-12,9.99,2,1,0,app
O0002534,C000573,2025-08-23,12.7,2,0,0,app
O0002535,C000574,2024-06-21,16.08,3,0,0,web
O0002536,C000575,2024-03-13,60.92,6,0,0,store
O0002537,C000575,2024-12-19,29.67,1,0,0,app
O0002538,C000576,2023-10-14,24.0,4,0,0,web
O0002539,C000578,2025-07-10,18.39,6,0,0,web
O0002540,C000579,2023-11-11,25.22,1,1,0,store
O0002541,C000581,2023-03-28,29.93,1,0,0,store
O0002542,C000581,2023-09-06,18.9,5,0,1,app
O0002543,C000581,2023-11-13,14.75,4,0,0,app
O0002544,C000581,2023-11-23,27.28,5,0,0,web
O0002545,C000581,2024-03-28,8.08,5,0,0,store
O0002546,C000581,2024-10-24,8.54,2,0,0,web
O0002547,C000581,2025-06-01,26.69,2,1,0,web
O0002548,C000581,2025-06-11,60.47,5,0,0,web
O0002549,C000581,2025-06-26,17.8,1,0,0,web
O0002550,C000582,2023-10-01,11.35,5,1,0,web
O0002551,C000582,2023-12-17,18.53,1,0,0,app
O0002552,C000582,2024-04-27,20.6,1,0,0,web
O0002553,C000582,2025-01-07,16.8,6,0,0,app
O0002554,C000582,2025-04-04,16.64,5,0,0,web
O0002555,C000583,2023-02-25,15.2,6,0,0,web
O0002556,C000583,2023-03-06,21.48,3,0,0,web
O0002557,C000583,2023-03-07,52.37,1,0,0,web
O0002558,C000583,2023-03-12,25.76,5,0,0,app
O0002559,C000583,2023-05-02,22.25,5,0,0,web
O0002560,C000583,2024-10-10,52.74,1,1,0,app
O0002561,C000583,2025-03-27,51.83,1,1,0,app
O0002562,C000584,2023-09-11,31.6,6,1,0,web
O0002563,C000585,2024-11-15,22.68,4,0,0,web
O0002564,C000586,2024-03-05,14.32,1,1,0,app
O0002565,C000586,2025-05-18,20.35,2,1,0,app
O0002566,C000587,2024-05-13,9.81,3,0,0,app
O0002567,C000587,2024-06-15,23.11,4,1,0,app
O0002568,C000587,2025-05-27,50.84,6,1,0,web
O0002569,C000588,2023-02-05,13.26,6,0,0,web
O0002570,C000588,2024-07-22,26.96,5,1,0,app
O0002571,C000589,2023-09-04,22.18,2,0,0,store
O0002572,C000589,2023-09-30,19.23,2,0,1,web
O0002573,C000589,2023-12-26,35.15,5,0,0,web
O0002574,C000589,2024-02-15,12.2,1,0,0,web
O0002575,C000589,2024-11-09,14.98,6,1,0,web
O0002576,C000589,2025-05-21,33.7,3,1,0,app
O0002577,C000589,2025-06-21,11.1,4,1,0,store
O0002578,C000590,2023-02-09,39.46,1,0,0,app
O0002579,C000590,2023-09-24,9.85,6,0,0,web
O0002580,C000590,2023-12-21,45.03,5,1,0,web
O0002581,C000590,2024-06-25,76.53,3,0,0,web
O0002582,C000590,2025-02-19,23.69,5,0,0,web
O0002583,C000590,2025-03-14,14.9,4,0,0,web
O0002584,C000590,2025-07-02,16.6,2,1,0,app
O0002585,C000591,2023-09-27,41.79,2,0,0,web
O0002586,C000591,2025-02-16,53.73,5,0,0,app
O0002587,C000591,2025-04-25,10.27,3,1,0,web
O0002588,C000592,2024-02-09,27.0,1,0,0,app
O0002589,C000592,2024-12-16,26.01,3,0,0,app
O0002590,C000592,2025-01-01,23.02,2,0,0,app
O0002591,C000592,2025-04-11,35.32,6,1,0,web
O0002592,C000592,2025-06-13,15.59,1,0,0,app
O0002593,C000592,2025-07-21,48.29,3,0,0,app
O0002594,C000593,2023-04-29,24.14,4,1,0,web
O0002595,C000593,2025-03-23,48.2,6,0,0,app
O0002596,C000594,2023-02-13,16.51,6,1,0,web
O0002597,C000595,2023-05-22,29.28,1,0,0,web
O0002598,C000595,2023-06-22,15.56,3,1,0,web
O0002599,C000595,2023-11-12,52.39,6,0,0,app
O0002600,C000595,2024-11-30,27.68,4,0,0,web
O0002601,C000595,2025-05-18,16.46,3,0,0,web
O0002602,C000595,2025-07-08,47.5,2,0,0,store
O0002603,C000595,2025-08-07,18.83,5,0,0,app
O0002604,C000596,2024-08-02,21.88,3,0,0,app
O0002605,C000596,2025-02-08,37.39,5,0,0,app
O0002606,C000597,2023-03-01,11.19,5,0,0,web
O0002607,C000597,2024-06-19,5.51,4,0,0,web
O0002608,C000597,2025-03-01,74.08,1,1,0,web
O0002609,C000597,2025-05-22,37.28,1,1,0,store
O0002610,C000598,2024-10-29,18.02,2,0,1,web
O0002611,C000599,2024-01-05,8.11,5,0,0,store
O0002612,C000599,2024-02-25,10.68,3,0,0,store
